"filename", "language", "CSV", "Markdown", "JavaScript", "JSON", "graphql", "JavaScript JSX", "SCSS", "XML", "JSON with Comments", "Docker", "YAML", "comment", "blank", "total"
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\event\loadSubscribers.js", "JavaScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 58
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\helpers.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\locale\countries.js", "JavaScript", 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 249
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\locale\currencies.js", "JavaScript", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 171
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\locale\provinces.js", "JavaScript", 0, 0, 3595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3596
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\locale\timezones.js", "JavaScript", 0, 0, 1085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1086
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\locale\translate\index.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\locale\translate\translate.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 31
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\log\debuger.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 90
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\log\logger.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\Handler.js", "JavaScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 147
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\addMiddleware.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\async.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 48
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\buildMiddlewareFunction.js", "JavaScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 83
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\delegate.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\eNext.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 17
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\findDublicatedMiddleware.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 23
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\getRouteFromPath.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 49
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\index.js", "JavaScript", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 103
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\isErrorHandlerTriggered.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\isNextRequired.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\noDuplicateId.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 24
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\parseFromFile.js", "JavaScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 80
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\scanForMiddlewareFunctions.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 32
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\sort.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 50
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\sync.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 48
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\app.js", "JavaScript", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 97
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\404page\pages\frontStore\product\[loadProduct]loadCategory.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\404page\pages\frontStore\product\[loadProduct]loadProductImage.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\404page\pages\frontStore\product\loadProduct.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\404page\pages\frontStore\product\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\api\api\createA\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\api\api\createA\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\api\api\global\apiGlobal.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\authcopy\api\createA\[index]afterIndex.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\authcopy\api\global\[context]auth.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\authcopy\api\global\apiAuthGlobal.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\authcopy\pages\global\[context]auth.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\api\global\[apiResponse]apiErrorHandler.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\api\global\[auth]apiResponse[apiErrorHandler].js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\api\global\[auth]payloadValidate.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\api\global\[payloadValidate]escapeHtml.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\api\global\context.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\admin\adminStaticAsset\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\admin\adminStaticAsset\staticAssets.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\admin\all\adminTitle.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\frontStore\all\title.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\frontStore\notFound\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\frontStore\staticAsset\[context]staticAssets[auth].js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\frontStore\staticAsset\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\global\[auth]notification[response].js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\global\[notFound]dummy[response].js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\global\[notification]notFound[response].js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\global\[response]errorHandler.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\global\context.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\basecopy\pages\global\response[errorHandler].js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\asyncWithNext[collection].js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\async[collection].js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\collection.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\returnOne[returnTwo].js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\returnThree[collection].js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\returnTwo[returnThree].js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\syncWithNext[collection].js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\delegate\pages\frontStore\delegateTest\sync[collection].js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\error\pages\frontStore\errorHandlerTest\errorInAsync.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\error\pages\frontStore\errorHandlerTest\errorInAsyncWithNext.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\error\pages\frontStore\errorHandlerTest\errorInSync.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\error\pages\frontStore\errorHandlerTest\errorInSyncWithNext.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\error\pages\frontStore\errorHandlerTest\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\graphqlcopy\pages\global\[bodyParser]buildQuery[graphql].js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\graphqlcopy\pages\global\[buildQuery]graphql[notification].js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\graphqlcopy\pages\global\bodyParser[buildQuery].js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\admin\productEdit\[loadProduct]loadCategory.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\admin\productEdit\[loadProduct]loadProductImage.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\admin\productEdit\loadProduct.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\admin\productEdit\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\frontStore\middleware\[loadAttribute]loadOptions.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\frontStore\middleware\[loadProductImage]loadAttribute.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\frontStore\middleware\[loadProduct]loadCategory.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\frontStore\middleware\[loadProduct]loadProductImage.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\frontStore\middleware\loadProduct.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\app\modules\handler\pages\frontStore\middleware\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\404page.handling.test.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 60
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\500error.handling.test.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 37
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\apiHandler.middleware.test.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 39
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\delegate.test.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 35
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\handler.getMiddlewaresByRoute.test.js", "JavaScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 71
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\handler.middleware.test.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 40
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\middleware.buildMiddlewareFunction.test.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 108
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\middleware.getRouteFromPath.test.js", "JavaScript", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 146
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\middleware.noDublicateId.test.js", "JavaScript", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 160
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middleware\tests\unit\middleware.scanForMiddlewareFunctions.test.js", "JavaScript", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 124
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middlewares\bodyJson.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middlewares\multerNone.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middlewares\publicStatic.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 28
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middlewares\static.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 42
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\middlewares\themePublicStatic.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 36
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\pathToRegexp.js", "JavaScript", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 216
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\postgres\connection.js", "JavaScript", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 71
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\response\render.js", "JavaScript", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 114
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\Router.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 41
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\buildUrl.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 29
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\loadModuleRoutes.js", "JavaScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 62
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\registerAdminRoute.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 27
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\registerFrontStoreRoute.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 36
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\scanForRoutes.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 88
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\a\invalidMethod\routeOne\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\a\invalidPath\routeTwo\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\b\routeOne\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\b\routeThree\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\b\routeTwo\route.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\unit.scanForRoutes.test.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\tests\unit\unit.validateRoute.test.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 26
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\router\validateRoute.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 27
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\util\assign.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 40
"c:\Users\asus\OneDrive\Desktop\Appetizer-canteen-management\packages\evershop\src\lib\util\buildFilterFromUrl.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 80
